epoka,strata,perplexity
2199,0.061613,1.0636
2200,0.061561,1.0635
2201,0.059683,1.0615
2202,0.061550,1.0635
2203,0.062235,1.0642
2204,0.060952,1.0628
2205,0.063400,1.0655
2206,0.061922,1.0639
2207,0.063330,1.0654
2208,0.059370,1.0612
2209,0.062236,1.0642
2210,0.062089,1.0641
2211,0.062017,1.0640
2212,0.061539,1.0635
2213,0.059910,1.0617
2214,0.063161,1.0652
2215,0.062922,1.0649
2216,0.060831,1.0627
2217,0.063898,1.0660
2218,0.063687,1.0658
2219,0.062853,1.0649
2220,0.062942,1.0650
2221,0.060558,1.0624
2222,0.064616,1.0667
2223,0.060722,1.0626
2224,0.063985,1.0661
2225,0.061478,1.0634
2226,0.063888,1.0660
2227,0.063287,1.0653
2228,0.064344,1.0665
2229,0.062404,1.0644
2230,0.061718,1.0637
2231,0.059585,1.0614
2232,0.059800,1.0616
2233,0.061802,1.0638
2234,0.063304,1.0654
2235,0.060842,1.0627
2236,0.062434,1.0644
2237,0.061228,1.0631
2238,0.064807,1.0670
2239,0.060214,1.0621
2240,0.064838,1.0670
2241,0.063383,1.0654
2242,0.060794,1.0627
2243,0.062222,1.0642
2244,0.061885,1.0638
2245,0.062405,1.0644
2246,0.062315,1.0643
2247,0.061929,1.0639
2248,0.062118,1.0641
2249,0.064085,1.0662
2250,0.062649,1.0647
2251,0.063335,1.0654
2252,0.060179,1.0620
2253,0.060393,1.0623
2254,0.061804,1.0638
2255,0.061768,1.0637
2256,0.061960,1.0639
2257,0.061360,1.0633
2258,0.062521,1.0645
2259,0.064149,1.0663
2260,0.064135,1.0662
2261,0.062796,1.0648
2262,0.062496,1.0645
2263,0.062127,1.0641
2264,0.062372,1.0644
2265,0.061153,1.0631
2266,0.061839,1.0638
2267,0.062547,1.0645
2268,0.063288,1.0653
2269,0.062408,1.0644
2270,0.061845,1.0638
2271,0.061200,1.0631
2272,0.062475,1.0645
2273,0.061507,1.0634
2274,0.063122,1.0652
2275,0.062834,1.0648
2276,0.062715,1.0647
2277,0.062188,1.0642
2278,0.059772,1.0616
2279,0.063201,1.0652
2280,0.061556,1.0635
2281,0.062289,1.0643
2282,0.061582,1.0635
2283,0.061673,1.0636
2284,0.060642,1.0625
2285,0.061852,1.0638
2286,0.060330,1.0622
2287,0.062352,1.0643
2288,0.061989,1.0640
2289,0.062449,1.0644
2290,0.060528,1.0624
2291,0.060462,1.0623
2292,0.063700,1.0658
2293,0.062836,1.0649
2294,0.064023,1.0661
2295,0.061997,1.0640
2296,0.062636,1.0646
2297,0.061636,1.0636
2298,0.063999,1.0661
2299,0.062937,1.0650
2300,0.063159,1.0652
2301,0.061235,1.0631
2302,0.061683,1.0636
2303,0.061904,1.0639
2304,0.061481,1.0634
2305,0.063646,1.0657
2306,0.061762,1.0637
2307,0.061976,1.0639
2308,0.062723,1.0647
2309,0.059499,1.0613
2310,0.062004,1.0640
2311,0.064847,1.0670
2312,0.062548,1.0645
2313,0.061433,1.0634
2314,0.060435,1.0623
2315,0.060462,1.0623
2316,0.062532,1.0645
2317,0.060896,1.0628
2318,0.061655,1.0636
2319,0.063485,1.0655
2320,0.060250,1.0621
2321,0.064125,1.0662
2322,0.063816,1.0659
2323,0.062231,1.0642
2324,0.061748,1.0637
2325,0.062029,1.0640
2326,0.062088,1.0641
2327,0.061867,1.0638
2328,0.060919,1.0628
2329,0.062075,1.0640
2330,0.063774,1.0659
2331,0.061348,1.0633
2332,0.062366,1.0644
2333,0.060402,1.0623
2334,0.059896,1.0617
2335,0.060645,1.0625
2336,0.063862,1.0659
2337,0.060513,1.0624
2338,0.063774,1.0659
2339,0.062465,1.0645
2340,0.063837,1.0659
2341,0.062154,1.0641
2342,0.062583,1.0646
2343,0.061325,1.0632
2344,0.062375,1.0644
2345,0.062536,1.0645
2346,0.063548,1.0656
2347,0.063692,1.0658
2348,0.059791,1.0616
2349,0.062210,1.0642
2350,0.064092,1.0662
2351,0.062612,1.0646
2352,0.063145,1.0652
2353,0.061589,1.0635
2354,0.062327,1.0643
2355,0.059841,1.0617
2356,0.061037,1.0629
2357,0.062018,1.0640
2358,0.066311,1.0686
2359,0.061602,1.0635
2360,0.063971,1.0661
2361,0.061778,1.0637
2362,0.062173,1.0641
2363,0.061152,1.0631
2364,0.060127,1.0620
2365,0.063471,1.0655
2366,0.061068,1.0630
2367,0.062961,1.0650
2368,0.063617,1.0657
2369,0.063868,1.0660
2370,0.061401,1.0633
2371,0.062984,1.0650
2372,0.061819,1.0638
2373,0.062569,1.0646
2374,0.064905,1.0671
2375,0.060548,1.0624
2376,0.063387,1.0654
2377,0.062508,1.0645
2378,0.063955,1.0660
2379,0.062528,1.0645
2380,0.062494,1.0645
2381,0.061520,1.0635
2382,0.062833,1.0648
2383,0.061781,1.0637
2384,0.060595,1.0625
2385,0.062604,1.0646
2386,0.060951,1.0628
2387,0.064483,1.0666
2388,0.059123,1.0609
2389,0.059203,1.0610
2390,0.060885,1.0628
2391,0.061699,1.0636
2392,0.060324,1.0622
2393,0.061769,1.0637
2394,0.059619,1.0614
2395,0.062906,1.0649
2396,0.060523,1.0624
2397,0.062065,1.0640
2398,0.063439,1.0655
2399,0.062884,1.0649
2400,0.061921,1.0639
2401,0.061845,1.0638
2402,0.062187,1.0642
2403,0.060997,1.0629
2404,0.062811,1.0648
2405,0.062616,1.0646
2406,0.061630,1.0636
2407,0.062487,1.0645
2408,0.060508,1.0624
2409,0.063105,1.0651
2410,0.061157,1.0631
2411,0.061991,1.0640
2412,0.061632,1.0636
2413,0.063864,1.0659
2414,0.061717,1.0637
2415,0.062789,1.0648
2416,0.063725,1.0658
2417,0.060006,1.0618
2418,0.062776,1.0648
2419,0.062138,1.0641
2420,0.060698,1.0626
2421,0.063300,1.0653
2422,0.063406,1.0655
2423,0.063304,1.0654
2424,0.062063,1.0640
2425,0.061377,1.0633
2426,0.063993,1.0661
2427,0.060641,1.0625
2428,0.060552,1.0624
2429,0.062354,1.0643
2430,0.061870,1.0638
2431,0.062625,1.0646
2432,0.061359,1.0633
2433,0.061425,1.0634
2434,0.060696,1.0626
2435,0.062409,1.0644
2436,0.061335,1.0633
2437,0.060716,1.0626
2438,0.062799,1.0648
2439,0.060249,1.0621
2440,0.062050,1.0640
2441,0.063268,1.0653
2442,0.061595,1.0635
2443,0.062907,1.0649
2444,0.061252,1.0632
2445,0.059743,1.0616
2446,0.060151,1.0620
2447,0.062304,1.0643
2448,0.061068,1.0630
2449,0.062237,1.0642
2450,0.063266,1.0653
2451,0.060741,1.0626
2452,0.061445,1.0634
2453,0.059963,1.0618
2454,0.061005,1.0629
2455,0.064413,1.0665
2456,0.062937,1.0650
2457,0.060267,1.0621
2458,0.062712,1.0647
2459,0.060907,1.0628
2460,0.060591,1.0625
2461,0.061503,1.0634
2462,0.060996,1.0629
2463,0.060078,1.0619
2464,0.061766,1.0637
2465,0.060464,1.0623
2466,0.061159,1.0631
2467,0.064534,1.0667
2468,0.061599,1.0635
2469,0.060450,1.0623
2470,0.060373,1.0622
2471,0.058741,1.0605
2472,0.059769,1.0616
2473,0.062927,1.0649
2474,0.061427,1.0634
2475,0.061715,1.0637
2476,0.063939,1.0660
2477,0.064005,1.0661
2478,0.062032,1.0640
2479,0.059439,1.0612
2480,0.061942,1.0639
2481,0.061843,1.0638
2482,0.063009,1.0650
2483,0.063326,1.0654
2484,0.060382,1.0622
2485,0.062294,1.0643
2486,0.061345,1.0633
2487,0.061378,1.0633
2488,0.062088,1.0641
2489,0.061400,1.0633
2490,0.062177,1.0642
2491,0.061214,1.0631
2492,0.062451,1.0644
2493,0.062388,1.0644
2494,0.062083,1.0641
2495,0.059494,1.0613
2496,0.063126,1.0652
2497,0.062045,1.0640
2498,0.059932,1.0618
2499,0.061909,1.0639
2500,0.061235,1.0631
2501,0.060484,1.0624
2502,0.060288,1.0621
2503,0.061683,1.0636
2504,0.062466,1.0645
2505,0.059502,1.0613
2506,0.062508,1.0645
2507,0.060986,1.0629
2508,0.060472,1.0623
2509,0.060620,1.0625
2510,0.061298,1.0632
2511,0.062974,1.0650
2512,0.063511,1.0656
2513,0.061288,1.0632
2514,0.060980,1.0629
2515,0.061593,1.0635
2516,0.063392,1.0654
2517,0.061810,1.0638
2518,0.059921,1.0618
2519,0.063104,1.0651
2520,0.062789,1.0648
2521,0.061240,1.0632
2522,0.060998,1.0629
2523,0.061127,1.0630
2524,0.061581,1.0635
2525,0.060422,1.0623
2526,0.060366,1.0622
2527,0.061814,1.0638
2528,0.060237,1.0621
2529,0.059703,1.0615
2530,0.064172,1.0663
2531,0.060550,1.0624
2532,0.063251,1.0653
2533,0.060731,1.0626
2534,0.062247,1.0642
2535,0.059854,1.0617
2536,0.062711,1.0647
2537,0.061600,1.0635
2538,0.063935,1.0660
2539,0.063393,1.0654
2540,0.061317,1.0632
2541,0.064998,1.0672
2542,0.061973,1.0639
2543,0.060556,1.0624
2544,0.060873,1.0628
2545,0.063122,1.0652
2546,0.060411,1.0623
2547,0.061997,1.0640
2548,0.062561,1.0646
2549,0.062278,1.0643
2550,0.060388,1.0622
2551,0.060086,1.0619
2552,0.063863,1.0659
2553,0.063580,1.0656
2554,0.061840,1.0638
2555,0.060394,1.0623
2556,0.062367,1.0644
2557,0.061241,1.0632
2558,0.062201,1.0642
2559,0.062367,1.0644
2560,0.061634,1.0636
2561,0.062339,1.0643
2562,0.060501,1.0624
2563,0.062456,1.0644
2564,0.061470,1.0634
2565,0.063555,1.0656
2566,0.063133,1.0652
2567,0.063477,1.0655
2568,0.062932,1.0650
2569,0.062531,1.0645
2570,0.060474,1.0623
2571,0.060626,1.0625
2572,0.060708,1.0626
2573,0.062140,1.0641
2574,0.060952,1.0628
2575,0.060859,1.0627
2576,0.061990,1.0640
2577,0.062646,1.0647
2578,0.061060,1.0630
2579,0.059982,1.0618
2580,0.060659,1.0625
2581,0.061265,1.0632
2582,0.060586,1.0625
2583,0.063978,1.0661
2584,0.060617,1.0625
2585,0.062628,1.0646
2586,0.063604,1.0657
2587,0.061308,1.0632
2588,0.061256,1.0632
2589,0.063296,1.0653
2590,0.060943,1.0628
2591,0.062494,1.0645
2592,0.063417,1.0655
2593,0.060797,1.0627
2594,0.060455,1.0623
2595,0.062151,1.0641
2596,0.060299,1.0622
2597,0.060570,1.0624
2598,0.063883,1.0660
2599,0.061363,1.0633
2600,0.061602,1.0635
2601,0.063005,1.0650
2602,0.060120,1.0620
2603,0.061063,1.0630
2604,0.062983,1.0650
2605,0.059562,1.0614
2606,0.061475,1.0634
2607,0.062722,1.0647
2608,0.060026,1.0619
2609,0.062551,1.0645
2610,0.061312,1.0632
2611,0.061456,1.0634
2612,0.062923,1.0649
2613,0.062307,1.0643
2614,0.061812,1.0638
2615,0.061604,1.0635
2616,0.060725,1.0626
2617,0.061488,1.0634
2618,0.061758,1.0637
2619,0.062679,1.0647
2620,0.060013,1.0619
2621,0.060972,1.0629
2622,0.062494,1.0645
2623,0.062738,1.0647
2624,0.060756,1.0626
2625,0.062425,1.0644
2626,0.062791,1.0648
2627,0.062872,1.0649
2628,0.061257,1.0632
2629,0.060787,1.0627
2630,0.061071,1.0630
2631,0.061539,1.0635
2632,0.060645,1.0625
2633,0.060056,1.0619
2634,0.061771,1.0637
2635,0.059957,1.0618
2636,0.063398,1.0655
2637,0.061487,1.0634
2638,0.060128,1.0620
2639,0.059890,1.0617
2640,0.062406,1.0644
2641,0.062477,1.0645
2642,0.060850,1.0627
2643,0.061765,1.0637
2644,0.062395,1.0644
2645,0.060932,1.0628
2646,0.060844,1.0627
2647,0.062523,1.0645
2648,0.060491,1.0624
2649,0.061690,1.0636
2650,0.063031,1.0651
2651,0.060553,1.0624
2652,0.061674,1.0636
2653,0.060667,1.0625
2654,0.061121,1.0630
2655,0.062257,1.0642
2656,0.061250,1.0632
2657,0.059584,1.0614
2658,0.062487,1.0645
2659,0.060597,1.0625
2660,0.061431,1.0634
2661,0.061979,1.0639
2662,0.062479,1.0645
2663,0.061284,1.0632
2664,0.060519,1.0624
2665,0.061421,1.0633
2666,0.060234,1.0621
2667,0.061979,1.0639
2668,0.059949,1.0618
2669,0.060442,1.0623
2670,0.062504,1.0645
2671,0.059207,1.0610
2672,0.061133,1.0630
2673,0.061991,1.0640
2674,0.062046,1.0640
2675,0.060786,1.0627
2676,0.062433,1.0644
2677,0.062407,1.0644
2678,0.062396,1.0644
2679,0.064602,1.0667
2680,0.059019,1.0608
2681,0.062588,1.0646
2682,0.060176,1.0620
2683,0.062779,1.0648
2684,0.062026,1.0640
2685,0.062729,1.0647
2686,0.061412,1.0633
2687,0.062360,1.0643
2688,0.063452,1.0655
2689,0.061833,1.0638
2690,0.061827,1.0638
2691,0.059904,1.0617
2692,0.061042,1.0629
2693,0.061301,1.0632
2694,0.062545,1.0645
2695,0.061594,1.0635
2696,0.061883,1.0638
2697,0.060882,1.0628
2698,0.062593,1.0646
2699,0.062354,1.0643
2700,0.061642,1.0636
2701,0.061038,1.0629
2702,0.061949,1.0639
2703,0.062307,1.0643
2704,0.059968,1.0618
2705,0.061796,1.0637
2706,0.060911,1.0628
2707,0.059133,1.0609
2708,0.061785,1.0637
2709,0.062439,1.0644
2710,0.061477,1.0634
2711,0.061200,1.0631
2712,0.059721,1.0615
2713,0.060829,1.0627
2714,0.060867,1.0628
2715,0.060173,1.0620
2716,0.061452,1.0634
2717,0.059568,1.0614
2718,0.061310,1.0632
2719,0.062058,1.0640
2720,0.063632,1.0657
2721,0.065149,1.0673
2722,0.062429,1.0644
2723,0.061136,1.0630
2724,0.061809,1.0638
2725,0.059915,1.0617
2726,0.060760,1.0626
2727,0.062809,1.0648
2728,0.061150,1.0631
2729,0.062746,1.0648
2730,0.059761,1.0616
2731,0.062805,1.0648
2732,0.060494,1.0624
2733,0.061120,1.0630
2734,0.061750,1.0637
2735,0.061149,1.0631
2736,0.063357,1.0654
2737,0.060711,1.0626
2738,0.060459,1.0623
2739,0.063938,1.0660
2740,0.063869,1.0660
2741,0.064368,1.0665
2742,0.061143,1.0631
2743,0.063740,1.0658
2744,0.060312,1.0622
2745,0.062016,1.0640
2746,0.060963,1.0629
2747,0.060807,1.0627
2748,0.060623,1.0625
2749,0.062189,1.0642
2750,0.059250,1.0610
2751,0.063150,1.0652
2752,0.060429,1.0623
2753,0.062695,1.0647
2754,0.063915,1.0660
2755,0.061031,1.0629
2756,0.064300,1.0664
2757,0.061658,1.0636
2758,0.063983,1.0661
2759,0.060537,1.0624
2760,0.062663,1.0647
2761,0.060163,1.0620
2762,0.064946,1.0671
2763,0.061286,1.0632
2764,0.061297,1.0632
2765,0.061590,1.0635
2766,0.060362,1.0622
2767,0.060986,1.0629
2768,0.061612,1.0635
2769,0.061805,1.0638
2770,0.059548,1.0614
2771,0.061955,1.0639
2772,0.064468,1.0666
2773,0.061733,1.0637
2774,0.062934,1.0650
2775,0.060268,1.0621
2776,0.062745,1.0648
2777,0.061286,1.0632
2778,0.062007,1.0640
2779,0.060368,1.0622
2780,0.063319,1.0654
2781,0.059563,1.0614
2782,0.059288,1.0611
2783,0.061661,1.0636
2784,0.062390,1.0644
2785,0.062139,1.0641
2786,0.062011,1.0640
2787,0.060114,1.0620
2788,0.062977,1.0650
2789,0.060503,1.0624
2790,0.061043,1.0629
2791,0.060194,1.0620
2792,0.061019,1.0629
2793,0.061673,1.0636
2794,0.061492,1.0634
2795,0.061782,1.0637
2796,0.060486,1.0624
2797,0.061764,1.0637
2798,0.061310,1.0632
2799,0.064728,1.0669
2800,0.061349,1.0633
2801,0.061967,1.0639
2802,0.061861,1.0638
2803,0.060905,1.0628
2804,0.062800,1.0648
2805,0.063165,1.0652
2806,0.061230,1.0631
2807,0.061134,1.0630
2808,0.061545,1.0635
2809,0.061485,1.0634
2810,0.062097,1.0641
2811,0.061715,1.0637
2812,0.062392,1.0644
2813,0.062546,1.0645
2814,0.061119,1.0630
2815,0.062905,1.0649
2816,0.063680,1.0658
2817,0.060000,1.0618
2818,0.061616,1.0636
2819,0.063439,1.0655
2820,0.062075,1.0640
2821,0.061238,1.0632
2822,0.062365,1.0644
2823,0.063713,1.0658
2824,0.062416,1.0644
2825,0.062849,1.0649
2826,0.060172,1.0620
2827,0.061653,1.0636
2828,0.062013,1.0640
2829,0.063711,1.0658
2830,0.060990,1.0629
2831,0.059930,1.0618
2832,0.061651,1.0636
2833,0.061397,1.0633
2834,0.060459,1.0623
2835,0.060584,1.0625
2836,0.062531,1.0645
2837,0.062551,1.0645
2838,0.061345,1.0633
2839,0.062957,1.0650
2840,0.061951,1.0639
2841,0.062202,1.0642
2842,0.061729,1.0637
2843,0.062076,1.0640
2844,0.062840,1.0649
2845,0.063004,1.0650
2846,0.061827,1.0638
2847,0.060618,1.0625
2848,0.064907,1.0671
2849,0.060639,1.0625
2850,0.061588,1.0635
2851,0.062945,1.0650
2852,0.062385,1.0644
2853,0.062485,1.0645
2854,0.062251,1.0642
2855,0.059591,1.0614
2856,0.062552,1.0646
2857,0.062499,1.0645
2858,0.061578,1.0635
2859,0.060149,1.0620
2860,0.060153,1.0620
2861,0.062396,1.0644
2862,0.060928,1.0628
2863,0.062674,1.0647
2864,0.061158,1.0631
2865,0.061805,1.0638
2866,0.060747,1.0626
2867,0.061587,1.0635
2868,0.059932,1.0618
2869,0.062888,1.0649
2870,0.059202,1.0610
2871,0.061725,1.0637
2872,0.059430,1.0612
2873,0.061913,1.0639
2874,0.062548,1.0645
2875,0.060963,1.0629
2876,0.061757,1.0637
2877,0.064248,1.0664
2878,0.062443,1.0644
2879,0.060376,1.0622
2880,0.061149,1.0631
2881,0.060689,1.0626
2882,0.061106,1.0630
2883,0.058997,1.0608
2884,0.063941,1.0660
2885,0.060918,1.0628
2886,0.060645,1.0625
2887,0.062200,1.0642
2888,0.061437,1.0634
2889,0.060808,1.0627
2890,0.060455,1.0623
2891,0.061861,1.0638
2892,0.064145,1.0662
2893,0.062462,1.0645
2894,0.061885,1.0638
2895,0.060535,1.0624
2896,0.061809,1.0638
2897,0.062711,1.0647
2898,0.062006,1.0640
2899,0.061931,1.0639
2900,0.061277,1.0632
2901,0.061789,1.0637
2902,0.062143,1.0641
2903,0.062419,1.0644
2904,0.061483,1.0634
2905,0.060951,1.0628
2906,0.061351,1.0633
2907,0.061894,1.0638
2908,0.061478,1.0634
2909,0.059715,1.0615
2910,0.061227,1.0631
2911,0.061415,1.0633
2912,0.061315,1.0632
2913,0.062136,1.0641
2914,0.063100,1.0651
2915,0.062448,1.0644
2916,0.060705,1.0626
2917,0.063052,1.0651
2918,0.062258,1.0642
2919,0.061859,1.0638
2920,0.063907,1.0660
2921,0.063049,1.0651
2922,0.060414,1.0623
2923,0.062313,1.0643
2924,0.063366,1.0654
2925,0.062124,1.0641
2926,0.062275,1.0643
2927,0.060494,1.0624
2928,0.060699,1.0626
2929,0.062317,1.0643
2930,0.058433,1.0602
2931,0.059928,1.0618
2932,0.061933,1.0639
2933,0.060490,1.0624
2934,0.061602,1.0635
2935,0.064024,1.0661
2936,0.060051,1.0619
2937,0.061973,1.0639
2938,0.062132,1.0641
2939,0.062138,1.0641
2940,0.063369,1.0654
2941,0.062883,1.0649
2942,0.061287,1.0632
2943,0.062625,1.0646
2944,0.062120,1.0641
2945,0.063554,1.0656
2946,0.062574,1.0646
2947,0.062751,1.0648
2948,0.061907,1.0639
2949,0.063637,1.0657
2950,0.061386,1.0633
2951,0.061403,1.0633
2952,0.060295,1.0622
2953,0.062124,1.0641
2954,0.061687,1.0636
2955,0.060524,1.0624
2956,0.060164,1.0620
2957,0.061720,1.0637
2958,0.063119,1.0652
2959,0.063532,1.0656
2960,0.061699,1.0636
2961,0.061939,1.0639
2962,0.060409,1.0623
2963,0.062529,1.0645
2964,0.061099,1.0630
2965,0.062330,1.0643
2966,0.062056,1.0640
2967,0.059960,1.0618
2968,0.063934,1.0660
2969,0.061570,1.0635
2970,0.061164,1.0631
2971,0.062473,1.0645
2972,0.060251,1.0621
2973,0.060875,1.0628
2974,0.061647,1.0636
2975,0.061247,1.0632
2976,0.059636,1.0615
2977,0.060960,1.0629
2978,0.059978,1.0618
2979,0.060735,1.0626
2980,0.059495,1.0613
2981,0.061679,1.0636
2982,0.062383,1.0644
2983,0.063293,1.0653
2984,0.061701,1.0636
2985,0.061023,1.0629
2986,0.061303,1.0632
2987,0.062583,1.0646
2988,0.061894,1.0638
2989,0.061467,1.0634
2990,0.060524,1.0624
2991,0.061244,1.0632
2992,0.060064,1.0619
2993,0.059478,1.0613
2994,0.060552,1.0624
2995,0.061410,1.0633
2996,0.060340,1.0622
2997,0.063475,1.0655
2998,0.058450,1.0602
2999,0.059655,1.0615
3000,0.060412,1.0623
